transaction_amount,account_age_days,num_transactions,avg_transaction,credit_limit,is_fraud
1843.9044567132814,716.9033326506839,49.95672074128337,49.50903344800277,41915.28959271424,0
10475.098021888243,753.2651684702704,96.21621442204876,90.62713705728044,20996.838350853635,0
7731.106623766627,243.55649159390137,154.0703333409491,356.5873052354988,23434.781991517782,0
7175.516402016775,472.91108681737643,131.0656908315858,233.18919978721658,23112.28975228453,0
81.64448632785411,557.6635916882767,25.438783971093642,12.176263461593997,38554.00859337271,0
15350.62725031063,140.35657144654897,141.10269084165614,165.2391932862332,893.1454095101317,0
4428.199803203969,546.8666255046573,129.90296705959065,377.9166121187327,14582.780075101226,0
12769.69849052168,94.27936547612877,224.6180745856032,481.4646176080938,41158.52059473044,0
1731.3647906490255,736.8213935479713,64.21655072478326,36.02065201597768,32605.815391204134,0
6472.668930297377,401.5100368259093,87.41116336866656,227.01742044686648,5849.153922388099,0
7495.459790766214,750.0775066192753,71.82303818540657,175.08022905918122,15402.751255063311,0
8312.596903544476,47.386726137967486,67.99562635618847,167.8000825016158,24162.77240460177,0
2417.5095939965063,642.5859245732431,67.62024518362907,47.55471738510684,34282.15624369666,0
1590.2698733454604,1309.0535088571621,106.55244818497698,280.3066503087914,37025.6511090759,0
5777.72558593343,1391.094362492735,59.57017555149567,43.076843734230025,53868.027750012094,0
9526.114948338607,733.5457823577271,146.91253387875216,331.21213872893776,17401.689293893887,0
15661.183112537394,225.41060920653484,154.98415849469316,322.9337561492566,11896.44688027025,0
2814.349103693461,876.940066744691,87.17888171739187,16.575056066010994,43501.71703802871,0
14598.38886147955,561.6325418371325,135.65325980040626,143.349267362403,1117.8487465748385,0
9990.511613614031,696.3320007721273,150.51881053124612,347.2328471828855,5859.656031606602,0
1334.4069879210429,428.54292971644986,67.61000308606916,68.86316382093906,72399.96437250295,0
3195.7967757948754,967.4290574356978,2.9255452650035343,53.91833250812752,33851.4766932659,0
5139.965103418504,902.4388272288527,8.334820941545264,63.07386323206123,41703.902297467066,0
532.1309572930325,951.9938204090565,78.25806774930028,85.72170204548627,31842.135925237988,0
1610.525197717403,58.46764640919968,40.68505667379819,138.27051636298924,50372.79215756818,0
4972.695116643889,565.9302795665914,64.60356205704167,180.18603148969467,9854.989119160207,1
10915.817730069253,172.3634616609515,168.92161408499473,323.7582118505079,26999.873867602095,1
1605.1332275971422,1074.1036154672931,65.66481249087244,0.9830325494363876,44957.17111736099,0
1806.0552380530828,1399.600109279385,116.63765548406982,384.3206109217074,30719.09523211698,0
1216.625511684465,876.0756403328915,31.88440730323554,9.839101348584542,31559.772410900034,0
4216.026267442319,648.3892850765179,114.30481032350365,163.5994155345238,67638.22733011638,0
9180.153846494868,427.4308544937723,53.663058432373035,233.93213935775384,44620.26705195179,0
2643.623938384996,673.0512310830832,43.37390408374252,26.642280536381115,32802.79683290571,0
12182.945511134856,118.2849476450921,167.1512469070286,472.76341885386955,5173.469016569228,0
2519.5641133817594,601.6846197031919,113.66268489617329,272.85710886970145,26385.814861395793,0
14915.77281985645,475.92636550592186,129.96510562469854,67.28566072124127,4268.872813572484,0
161.41640946687835,673.6388729580295,95.30801546407176,225.61887778091545,29718.081107273254,0
578.245522567661,735.9951113276237,51.6897782139982,44.32099404428862,48831.522056487964,0
5213.425028476258,994.9759665736972,24.832293340757232,213.72182450132513,61461.10421118673,0
3356.344098077122,715.0313465914153,77.1610388264789,10.518874178559237,28225.11026165565,0
7842.193033450427,100.39347261993083,58.73743141348528,180.28417608099053,35888.87807623124,0
11054.107464920775,1148.0731668179462,31.95299168980825,43.539179171167234,59913.13473285581,0
2481.785521346969,1131.6367506331003,87.66353063629407,120.90595895874307,50690.82216604542,0
2428.1987264601044,589.1789528367046,126.44958540556738,361.43535638633324,24936.387742079954,0
12774.297706558315,363.7284572273475,135.00884027912687,123.73334926087693,12931.458143070242,0
6080.280612041375,70.67724145923206,121.73919061644251,259.83303166886554,19375.201745322294,0
1589.889424699591,607.4242237887969,13.817649824311935,34.97192483055318,21747.89341158843,0
3698.9835505437964,1440.9646480284607,134.52555233827442,207.62953900607877,76774.66098738038,0
